Car Brand,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
bmw,model c,2015,13420,petrol,4.9,cvt,coupe,black,first owner,20426.25,8
ford,model d,2006,219442,hybrid,4.1,automatic,sedan,black,third owner,9774.22,17
bmw,model c,2014,203497,petrol,2.7,automatic,truck,gray,third owner,18010.05,9
honda,model e,2004,25772,petrol,3.1,cvt,coupe,gray,third owner,9195.91,19
honda,model c,2008,122828,diesel,3.1,manual,suv,gray,second owner,12036.4,15
kia,model e,2023,196920,hybrid,3.8,manual,suv,gray,second owner,15004.78,0
chevrolet,model b,2014,84441,electric,4.2,automatic,sedan,white,second owner,18918.53,9
kia,model c,2023,200798,electric,1.2,manual,sedan,black,second owner,21800.39,0
honda,model c,2014,246267,diesel,1.8,automatic,sedan,white,first owner,13041.66,9
bmw,model b,2021,40122,hybrid,4.1,manual,truck,black,third owner,22497.01,2
mercedes,model e,2020,66684,hybrid,4.8,automatic,sedan,gray,third owner,22288.23,3
honda,model e,2013,99041,diesel,2.0,automatic,hatchback,black,second owner,14479.81,10
hyundai,model e,2007,37254,petrol,4.4,cvt,truck,blue,third owner,12743.4,16
toyota,model d,2002,295622,petrol,3.4,automatic,suv,red,first owner,5874.48,21
nissan,model a,2019,185426,electric,1.1,cvt,coupe,black,second owner,19336.85,4
ford,model d,2018,80279,petrol,4.1,manual,suv,gray,third owner,16847.72,5
mercedes,model d,2015,267558,hybrid,1.5,automatic,hatchback,red,first owner,17767.35,8
nissan,model d,2000,93478,electric,4.0,manual,hatchback,red,second owner,12609.19,23
ford,model d,2007,298620,hybrid,3.5,manual,sedan,black,first owner,8628.0,16
hyundai,model d,2017,106520,petrol,3.7,manual,sedan,black,third owner,18879.8,6
ford,model d,2007,85645,petrol,3.2,automatic,hatchback,red,first owner,10195.98,16
ford,model e,2015,48152,hybrid,3.6,cvt,coupe,white,second owner,15788.02,8
kia,model e,2023,119290,diesel,4.3,automatic,coupe,white,third owner,19076.22,0
honda,model a,2003,118506,electric,2.5,automatic,coupe,red,third owner,11964.83,20
kia,model d,2018,216292,electric,2.0,automatic,truck,black,third owner,17059.23,5
chevrolet,model d,2018,34271,hybrid,1.6,manual,sedan,red,first owner,16034.22,5
bmw,model a,2002,116640,diesel,2.8,automatic,truck,gray,second owner,15400.54,21
mercedes,model e,2017,262644,diesel,3.4,manual,coupe,red,second owner,18146.58,6
volkswagen,model e,2020,147461,petrol,3.2,cvt,coupe,red,second owner,18219.94,3
mercedes,model e,2011,37918,hybrid,2.9,automatic,truck,red,third owner,19348.44,12
honda,model a,2019,132130,petrol,3.6,automatic,sedan,gray,first owner,19436.23,4
nissan,model c,2006,60152,diesel,2.4,cvt,hatchback,white,third owner,10881.88,17
chevrolet,model b,2010,298870,petrol,1.8,manual,truck,gray,third owner,10904.51,13
volkswagen,model d,2021,239710,hybrid,2.6,automatic,sedan,red,first owner,16267.7,2
honda,model e,2006,141426,diesel,4.4,manual,truck,gray,third owner,11580.69,17
chevrolet,model b,2002,127867,electric,4.5,manual,sedan,blue,second owner,10726.98,21
nissan,model d,2012,65697,diesel,2.5,cvt,sedan,blue,first owner,13867.88,11
nissan,model c,2016,159968,diesel,2.6,cvt,coupe,black,first owner,15274.27,7
ford,model a,2001,172274,petrol,4.7,manual,coupe,white,third owner,7080.32,22
mercedes,model d,2002,44021,petrol,3.1,automatic,hatchback,blue,first owner,15557.55,21
volkswagen,model e,2012,274122,electric,3.0,manual,suv,blue,first owner,16414.41,11
hyundai,model a,2005,151389,electric,4.2,cvt,sedan,black,third owner,10481.15,18
kia,model b,2007,193497,petrol,4.5,automatic,suv,white,first owner,10321.54,16
hyundai,model b,2007,108350,petrol,1.7,manual,coupe,white,third owner,13624.41,16
volkswagen,model d,2009,243854,hybrid,2.1,cvt,sedan,white,third owner,8229.54,14
nissan,model e,2012,258802,electric,4.4,manual,sedan,white,first owner,15749.09,11
mercedes,model a,2002,247302,petrol,2.6,cvt,suv,white,second owner,10740.13,21
hyundai,model c,2020,59232,diesel,4.8,automatic,suv,white,third owner,19108.2,3
ford,model a,2004,98878,hybrid,2.1,automatic,suv,black,first owner,9210.49,19
ford,model a,2015,199589,diesel,3.3,automatic,suv,red,third owner,13678.9,8
nissan,model a,2000,251686,petrol,1.0,cvt,sedan,gray,first owner,6269.86,23
honda,model c,2004,31056,petrol,3.6,automatic,hatchback,gray,third owner,10961.41,19
hyundai,model d,2022,127519,diesel,4.5,manual,hatchback,black,second owner,17673.19,1
nissan,model a,2003,36667,electric,2.2,cvt,suv,black,third owner,13768.92,20
nissan,model d,2018,102756,electric,4.3,cvt,truck,white,third owner,19274.11,5
chevrolet,model d,2014,286413,petrol,3.2,manual,hatchback,blue,third owner,10862.07,9
bmw,model c,2003,60379,petrol,4.9,cvt,truck,white,third owner,14701.88,20
hyundai,model c,2006,41542,diesel,2.0,cvt,coupe,black,second owner,12639.96,17
volkswagen,model b,2002,241437,hybrid,4.4,cvt,sedan,black,third owner,8469.22,21
volkswagen,model d,2002,187935,hybrid,4.2,manual,hatchback,red,third owner,7531.1,21
hyundai,model c,2003,111288,electric,2.1,automatic,truck,blue,first owner,14836.19,20
mercedes,model c,2000,34241,hybrid,1.8,manual,suv,white,second owner,12888.51,23
mercedes,model a,2001,134021,petrol,3.1,cvt,suv,red,second owner,13214.43,22
bmw,model c,2022,282564,electric,4.5,automatic,coupe,black,second owner,24357.11,1
mercedes,model b,2011,71625,hybrid,3.6,automatic,sedan,red,third owner,19778.05,12
toyota,model a,2011,177969,hybrid,1.2,automatic,sedan,black,third owner,9286.54,12
ford,model d,2016,59460,electric,4.6,manual,suv,black,second owner,18467.7,7
hyundai,model a,2011,147017,diesel,2.4,manual,hatchback,blue,second owner,12951.0,12
honda,model d,2018,150789,diesel,1.5,cvt,suv,gray,first owner,15836.89,5
kia,model c,2008,50452,hybrid,1.9,cvt,sedan,blue,third owner,12493.99,15
hyundai,model d,2000,171137,petrol,1.7,cvt,suv,gray,third owner,7332.65,23
mercedes,model d,2010,216556,hybrid,3.3,automatic,coupe,red,third owner,15283.86,13
bmw,model a,2005,21226,electric,4.2,cvt,truck,gray,third owner,20809.23,18
hyundai,model c,2010,90042,hybrid,3.6,manual,sedan,black,second owner,11595.53,13
ford,model b,2018,137990,diesel,1.1,manual,coupe,white,third owner,16585.25,5
chevrolet,model a,2017,59250,petrol,4.2,cvt,truck,blue,second owner,18035.8,6
kia,model c,2002,30582,petrol,1.2,cvt,hatchback,white,first owner,8215.68,21
mercedes,model b,2011,206587,petrol,1.3,manual,truck,red,first owner,16957.19,12
nissan,model b,2010,293324,electric,3.7,cvt,hatchback,black,second owner,11955.21,13
ford,model a,2021,188661,diesel,1.9,manual,suv,gray,third owner,15575.15,2
bmw,model b,2002,57903,diesel,4.5,cvt,coupe,gray,first owner,12609.2,21
ford,model c,2001,255509,diesel,1.1,manual,suv,blue,first owner,4644.24,22
chevrolet,model a,2017,226149,electric,2.7,manual,hatchback,red,second owner,16978.8,6
toyota,model d,2011,157108,electric,1.2,cvt,truck,red,third owner,15335.04,12
chevrolet,model a,2000,112837,hybrid,4.7,manual,sedan,blue,third owner,6850.66,23
chevrolet,model a,2001,166237,petrol,3.4,automatic,truck,blue,third owner,4348.29,22
volkswagen,model a,2021,158290,diesel,3.0,automatic,hatchback,white,first owner,17648.16,2
mercedes,model a,2014,186115,diesel,1.7,automatic,coupe,gray,second owner,17323.98,9
honda,model d,2000,254239,diesel,1.8,automatic,suv,black,first owner,5007.79,23
bmw,model a,2006,91750,electric,1.8,cvt,sedan,red,second owner,21441.06,17
ford,model d,2016,297561,diesel,2.8,automatic,coupe,blue,third owner,14759.68,7
honda,model a,2023,272044,hybrid,1.0,manual,truck,gray,second owner,18567.52,0
toyota,model b,2000,140977,electric,3.1,manual,sedan,white,first owner,10339.26,23
kia,model d,2012,298138,diesel,1.6,automatic,hatchback,red,second owner,12519.13,11
ford,model a,2008,42618,petrol,2.6,cvt,coupe,blue,second owner,14241.34,15
hyundai,model d,2014,186884,electric,1.7,automatic,truck,black,first owner,16184.81,9
nissan,model c,2017,112066,hybrid,2.5,automatic,hatchback,white,third owner,17372.15,6
bmw,model b,2002,110313,diesel,5.0,manual,hatchback,gray,first owner,16266.05,21
honda,model e,2017,72696,hybrid,2.8,cvt,hatchback,black,first owner,18951.81,6
hyundai,model c,2002,73868,diesel,3.0,cvt,hatchback,black,third owner,7801.19,21
bmw,model d,2020,212975,electric,1.2,automatic,sedan,gray,third owner,21687.09,3
bmw,model b,2022,186122,diesel,1.4,automatic,sedan,red,third owner,21729.52,1
ford,model a,2011,215222,petrol,3.6,cvt,coupe,blue,first owner,10713.66,12
bmw,model b,2013,295529,petrol,1.2,manual,hatchback,blue,second owner,16191.01,10
volkswagen,model a,2023,193917,petrol,4.2,automatic,truck,red,third owner,16597.57,0
kia,model c,2018,58585,diesel,1.4,cvt,truck,blue,first owner,18624.98,5
hyundai,model a,2023,125932,petrol,1.7,cvt,coupe,black,second owner,19767.87,0
toyota,model a,2020,20109,petrol,4.2,manual,truck,red,second owner,18208.44,3
volkswagen,model a,2001,92057,hybrid,4.8,cvt,hatchback,gray,third owner,8690.35,22
honda,model e,2021,110701,electric,3.4,manual,hatchback,white,second owner,20651.97,2
hyundai,model a,2000,11115,petrol,4.9,automatic,hatchback,red,second owner,7700.12,23
toyota,model e,2015,73877,electric,2.1,automatic,hatchback,blue,first owner,17729.31,8
volkswagen,model e,2004,159848,petrol,2.2,automatic,hatchback,red,third owner,7366.68,19
nissan,model d,2013,225501,electric,4.8,manual,truck,white,first owner,14723.92,10
ford,model c,2010,77973,diesel,3.6,manual,hatchback,black,first owner,14791.81,13
mercedes,model c,2022,134274,electric,3.3,cvt,coupe,blue,first owner,28510.65,1
mercedes,model c,2001,289488,petrol,3.7,cvt,sedan,blue,first owner,9941.8,22
honda,model c,2001,73114,hybrid,3.4,manual,hatchback,blue,first owner,8630.19,22
volkswagen,model a,2022,243427,electric,1.7,cvt,suv,blue,third owner,18727.13,1
mercedes,model c,2022,233097,hybrid,3.9,manual,coupe,black,second owner,23178.91,1
mercedes,model a,2011,143882,hybrid,4.8,automatic,suv,red,second owner,18691.29,12
toyota,model a,2012,252897,petrol,1.8,manual,truck,black,third owner,12501.72,11
honda,model d,2002,125915,diesel,1.9,automatic,coupe,blue,third owner,8546.12,21
toyota,model c,2016,135342,petrol,1.8,manual,hatchback,blue,second owner,18175.38,7
hyundai,model a,2015,120778,petrol,3.4,cvt,sedan,black,third owner,16541.41,8
kia,model a,2010,34258,petrol,3.7,automatic,truck,white,second owner,13734.35,13
toyota,model a,2005,194404,electric,1.7,cvt,hatchback,black,first owner,9788.32,18
toyota,model c,2019,230418,hybrid,2.7,manual,coupe,blue,second owner,16884.46,4
volkswagen,model b,2017,213861,petrol,1.8,cvt,suv,gray,first owner,13756.2,6
hyundai,model b,2010,257723,petrol,4.2,cvt,sedan,red,third owner,9792.04,13
ford,model e,2015,130245,petrol,4.1,automatic,truck,blue,second owner,16045.03,8
chevrolet,model c,2005,258931,petrol,4.1,cvt,coupe,gray,third owner,8524.45,18
toyota,model c,2014,207470,petrol,3.8,automatic,coupe,black,first owner,14411.87,9
mercedes,model a,2009,35487,hybrid,4.6,manual,hatchback,black,first owner,19851.51,14
kia,model d,2023,201344,electric,4.9,automatic,sedan,black,second owner,20245.08,0
volkswagen,model c,2007,242901,petrol,1.8,automatic,coupe,blue,first owner,7259.05,16
mercedes,model a,2017,232582,hybrid,3.1,automatic,hatchback,black,second owner,18016.17,6
hyundai,model a,2002,145794,petrol,1.5,cvt,sedan,black,first owner,9002.7,21
ford,model a,2010,172080,diesel,3.0,cvt,hatchback,gray,third owner,9904.33,13
mercedes,model a,2018,117638,hybrid,1.3,cvt,truck,black,third owner,22369.62,5
bmw,model b,2003,270417,diesel,2.7,automatic,truck,red,first owner,13293.44,20
ford,model b,2012,219460,electric,4.0,automatic,coupe,blue,second owner,13826.46,11
honda,model e,2020,101773,electric,2.2,cvt,sedan,white,first owner,20464.76,3
hyundai,model e,2001,23669,diesel,3.3,cvt,sedan,black,second owner,9302.5,22
hyundai,model d,2004,74359,petrol,3.7,manual,sedan,blue,third owner,12028.55,19
honda,model c,2010,132933,electric,2.7,manual,hatchback,white,third owner,14789.63,13
honda,model b,2018,45831,hybrid,4.2,automatic,coupe,gray,third owner,16525.96,5
chevrolet,model a,2007,249320,hybrid,4.0,manual,truck,red,first owner,10920.2,16
kia,model e,2008,148187,petrol,4.7,manual,sedan,gray,second owner,12562.14,15
nissan,model d,2007,23014,diesel,4.7,manual,hatchback,white,third owner,11404.04,16
kia,model b,2004,8003,hybrid,3.4,cvt,sedan,white,first owner,12350.24,19
volkswagen,model b,2019,149461,hybrid,2.0,manual,hatchback,gray,second owner,18343.11,4
hyundai,model e,2013,172299,diesel,4.9,automatic,sedan,black,first owner,10350.06,10
toyota,model a,2015,254544,diesel,1.4,manual,suv,white,second owner,14717.58,8
mercedes,model a,2015,117825,hybrid,1.7,cvt,coupe,gray,first owner,20126.74,8
chevrolet,model c,2020,217257,petrol,1.4,automatic,truck,gray,second owner,15418.11,3
ford,model e,2002,78019,diesel,3.1,manual,coupe,blue,third owner,8570.96,21
toyota,model c,2000,122523,hybrid,4.2,automatic,truck,gray,third owner,7352.56,23
toyota,model e,2002,250338,hybrid,3.1,manual,hatchback,blue,third owner,4758.41,21
mercedes,model d,2011,57346,hybrid,4.9,automatic,suv,gray,second owner,17162.26,12
nissan,model a,2014,291086,petrol,1.4,cvt,truck,blue,second owner,14179.56,9
hyundai,model a,2005,185638,hybrid,2.1,cvt,suv,black,second owner,6334.61,18
hyundai,model b,2021,230727,diesel,2.7,cvt,suv,blue,second owner,15299.47,2
nissan,model d,2011,281981,petrol,4.6,automatic,hatchback,blue,first owner,10766.35,12
toyota,model d,2002,271400,hybrid,2.2,cvt,sedan,black,third owner,6710.02,21
bmw,model a,2019,22493,diesel,1.8,cvt,sedan,red,second owner,23456.76,4
kia,model b,2005,160182,diesel,3.1,manual,sedan,red,third owner,9627.76,18
kia,model c,2022,264248,hybrid,2.9,automatic,coupe,red,first owner,17612.23,1
volkswagen,model e,2022,127019,petrol,2.0,manual,hatchback,gray,third owner,20108.59,1
volkswagen,model e,2003,148072,electric,3.3,manual,coupe,red,third owner,12957.51,20
ford,model e,2007,127654,petrol,4.2,manual,coupe,black,first owner,10365.73,16
kia,model d,2009,15993,hybrid,4.2,manual,hatchback,white,third owner,11234.49,14
nissan,model c,2009,196604,diesel,1.7,automatic,truck,gray,third owner,9472.47,14
kia,model d,2009,9204,diesel,3.1,manual,suv,white,third owner,14027.32,14
chevrolet,model e,2014,251661,electric,2.4,automatic,coupe,black,third owner,17178.66,9
